Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      12/12          CM_LoadMap [447]
[1198]   0.0    0.00    0.00      12         CMod_LoadBrushes [1198]
                0.00    0.00   16635/16635       CM_BoundBrush [967]
                0.00    0.00      12/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00      12/12          CM_LoadMap [447]
[1199]   0.0    0.00    0.00      12         CMod_LoadEntityString [1199]
                0.00    0.00      12/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00      12/12          CM_LoadMap [447]
[1200]   0.0    0.00    0.00      12         CMod_LoadLeafBrushes [1200]
                0.00    0.00      12/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00      12/12          CM_LoadMap [447]
[1201]   0.0    0.00    0.00      12         CMod_LoadLeafSurfaces [1201]
                0.00    0.00      12/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00      12/12          CM_LoadMap [447]
[1202]   0.0    0.00    0.00      12         CMod_LoadLeafs [1202]
                0.00    0.00      36/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00      12/12          CM_LoadMap [447]
[1203]   0.0    0.00    0.00      12         CMod_LoadNodes [1203]
                0.00    0.00      12/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00      12/12          CM_LoadMap [447]
[1204]   0.0    0.00    0.00      12         CMod_LoadPlanes [1204]
                0.00    0.00      12/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00      12/12          CM_LoadMap [447]
[1205]   0.0    0.00    0.00      12         CMod_LoadShaders [1205]
                0.00    0.00      12/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00      12/12          CM_LoadMap [447]
[1206]   0.0    0.00    0.00      12         CMod_LoadSubmodels [1206]
                0.00    0.00     324/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00      12/12          CM_LoadMap [447]
[1207]   0.0    0.00    0.00      12         CMod_LoadVisibility [1207]
                0.00    0.00      12/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00      12/12          RE_LoadWorldMap [77]
[1208]   0.0    0.00    0.00      12         R_LoadMarksurfaces [1208]
                0.00    0.00      12/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00      12/12          RE_LoadWorldMap [77]
[1209]   0.0    0.00    0.00      12         R_LoadNodesAndLeafs [1209]
                0.00    0.00      12/102721      Hunk_AllocDebug [940]
                0.00    0.00      12/12          R_SetParent [1214]
-----------------------------------------------
                0.00    0.00      12/12          RE_LoadWorldMap [77]
[1210]   0.0    0.00    0.00      12         R_LoadPlanes [1210]
                0.00    0.00      12/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00      12/12          RE_LoadWorldMap [77]
[1211]   0.0    0.00    0.00      12         R_LoadShaders [1211]
                0.00    0.00      12/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00      12/12          RE_LoadWorldMap [77]
[1212]   0.0    0.00    0.00      12         R_LoadSubmodels [1212]
                0.00    0.00     168/1372        R_AllocModel [1037]
                0.00    0.00      12/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00      12/12          RE_LoadWorldMap [77]
[1213]   0.0    0.00    0.00      12         R_LoadVisibility [1213]
                0.00    0.00      24/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                               61476             R_SetParent [1214]
                0.00    0.00      12/12          R_LoadNodesAndLeafs [1209]
[1214]   0.0    0.00    0.00      12+61476   R_SetParent [1214]
                               61476             R_SetParent [1214]
-----------------------------------------------
                0.00    0.00      12/12          RE_LoadWorldMap [77]
[1215]   0.0    0.00    0.00      12         SkipPath [1215]
-----------------------------------------------
                0.00    0.00      12/12          Com_TouchMemory [636]
[1216]   0.0    0.00    0.00      12         Z_CheckHeap [1216]
-----------------------------------------------
                0.00    0.00      12/12          RE_LoadWorldMap [77]
[1217]   0.0    0.00    0.00      12         stripExtension [1217]
-----------------------------------------------
                0.00    0.00       2/10          FS_GetModList [706]
                0.00    0.00       8/10          Sys_ConcatenateFileLists [1236]
[1218]   0.0    0.00    0.00      10         Sys_CountFileList [1218]
-----------------------------------------------
                0.00    0.00       9/9           FS_AddGameDirectory [308]
[1219]   0.0    0.00    0.00       9         paksort [1219]
                0.00    0.00   11734/11734       FS_PathCmp [984]
-----------------------------------------------
                0.00    0.00       8/8           Cmd_Exec_f [677]
[1220]   0.0    0.00    0.00       8         COM_DefaultExtension [1220]
-----------------------------------------------
                0.00    0.00       8/8           Cmd_Exec_f [677]
[1221]   0.0    0.00    0.00       8         Cbuf_InsertText [1221]
-----------------------------------------------
                0.00    0.00       8/8           Cmd_ExecuteString <cycle 2> [164]
[1222]   0.0    0.00    0.00       8         Key_Unbindall_f [1222]
                0.00    0.00     357/769         Key_SetBinding [1096]
-----------------------------------------------
                0.00    0.00       8/8           Com_MD5File [705]
[1223]   0.0    0.00    0.00       8         MD5Update [1223]
                0.00    0.00     224/231         MD5Transform [1118]
-----------------------------------------------
                0.00    0.00       1/8           S_AL_AllocateStreamChannel [897]
                0.00    0.00       7/8           S_AL_MusicSourceGet [885]
[1224]   0.0    0.00    0.00       8         S_AL_SrcGet [1224]
-----------------------------------------------
                0.00    0.00       1/8           S_AL_AllocateStreamChannel [897]
                0.00    0.00       7/8           S_AL_MusicSourceGet [885]
[1225]   0.0    0.00    0.00       8         S_AL_SrcLock [1225]
-----------------------------------------------
                0.00    0.00       1/8           S_AL_FreeStreamChannel [905]
                0.00    0.00       7/8           S_AL_MusicSourceFree [899]
[1226]   0.0    0.00    0.00       8         S_AL_SrcUnlock [1226]
-----------------------------------------------
                0.00    0.00       8/8           silk_VAD_Init [1264]
[1227]   0.0    0.00    0.00       8         silk_max_32 [1227]
-----------------------------------------------
                0.00    0.00       7/7           Com_MD5File [705]
[1228]   0.0    0.00    0.00       7         MD5Final [1228]
                0.00    0.00       7/231         MD5Transform [1118]
-----------------------------------------------
                0.00    0.00       7/7           Com_MD5File [705]
[1229]   0.0    0.00    0.00       7         MD5Init [1229]
-----------------------------------------------
                0.00    0.00       7/7           S_AL_StartBackgroundTrack [508]
[1230]   0.0    0.00    0.00       7         S_AL_CloseMusicFiles [1230]
-----------------------------------------------
                0.00    0.00       1/6           CL_Connect_f <cycle 2> [749]
                0.00    0.00       1/6           Com_Quit_f <cycle 2> [431]
                0.00    0.00       1/6           Cvar_Command [707]
                0.00    0.00       3/6           CL_ForwardToServer_f [895]
[1231]   0.0    0.00    0.00       6         Cmd_Args [1231]
-----------------------------------------------
                0.00    0.00       6/6           S_CodecInit [1247]
[1232]   0.0    0.00    0.00       6         S_CodecRegister [1232]
-----------------------------------------------
                0.00    0.00       2/6           opus_encoder_init [1305]
                0.00    0.00       4/6           opus_encoder_get_size [1263]
[1233]   0.0    0.00    0.00       6         align [1233]
-----------------------------------------------
                0.00    0.00       1/5           Com_Error <cycle 2> [350]
                0.00    0.00       1/5           Com_Quit_f <cycle 2> [431]
                0.00    0.00       3/5           SV_Frame [286]
[1234]   0.0    0.00    0.00       5         SV_Shutdown [1234]
-----------------------------------------------
                0.00    0.00       1/4           CL_Disconnect_f <cycle 2> [883]
                0.00    0.00       3/4           CL_Disconnect <cycle 2> [598]
[1235]   0.0    0.00    0.00       4         SCR_StopCinematic [1235]
-----------------------------------------------
                0.00    0.00       4/4           FS_GetModList [706]
[1236]   0.0    0.00    0.00       4         Sys_ConcatenateFileLists [1236]
                0.00    0.00       8/10          Sys_CountFileList [1218]
                0.00    0.00       6/117946      Z_Free [938]
                0.00    0.00       4/95601       Z_MallocDebug [944]
-----------------------------------------------
                0.00    0.00       2/4           Sys_RemoveInvalidSymlinkToDir [1258]
                0.00    0.00       2/4           CreateXDGPathAndMisc [881]
[1237]   0.0    0.00    0.00       4         Sys_IsDir [1237]
-----------------------------------------------
                0.00    0.00       1/4           opus_custom_encoder_init_arch [1302]
                0.00    0.00       1/4           opus_custom_encoder_ctl [1250]
                0.00    0.00       2/4           celt_encoder_get_size [1261]
[1238]   0.0    0.00    0.00       4         opus_custom_encoder_get_size [1238]
-----------------------------------------------
                0.00    0.00       3/3           CL_Shutdown <cycle 2> [594]
[1239]   0.0    0.00    0.00       3         CL_ShutdownInput [1239]
                0.00    0.00     183/532         Cmd_RemoveCommand [1103]
-----------------------------------------------
                0.00    0.00       3/3           Com_SkipCharset [1241]
[1240]   0.0    0.00    0.00       3         Com_CharIsOneOfCharset [1240]
-----------------------------------------------
                0.00    0.00       3/3           Field_CompleteCommand [772]
[1241]   0.0    0.00    0.00       3         Com_SkipCharset [1241]
                0.00    0.00       3/3           Com_CharIsOneOfCharset [1240]
-----------------------------------------------
                0.00    0.00       3/3           Console_Key [762]
[1242]   0.0    0.00    0.00       3         Con_PageDown [1242]
-----------------------------------------------
                0.00    0.00       3/3           CL_Shutdown <cycle 2> [594]
[1243]   0.0    0.00    0.00       3         Con_Shutdown [1243]
                0.00    0.00      24/532         Cmd_RemoveCommand [1103]
-----------------------------------------------
                0.00    0.00       3/3           S_AL_Shutdown [846]
[1244]   0.0    0.00    0.00       3         QAL_Shutdown [1244]
-----------------------------------------------
                0.00    0.00       3/3           S_AL_Shutdown [846]
[1245]   0.0    0.00    0.00       3         S_AL_BufferShutdown [1245]
                0.00    0.00     437/437         S_AL_BufferUnload [1108]
-----------------------------------------------
                0.00    0.00       3/3           S_AL_Shutdown [846]
[1246]   0.0    0.00    0.00       3         S_AL_SrcShutdown [1246]
-----------------------------------------------
                0.00    0.00       3/3           S_Init [742]
[1247]   0.0    0.00    0.00       3         S_CodecInit [1247]
                0.00    0.00       6/6           S_CodecRegister [1232]
-----------------------------------------------
                0.00    0.00       3/3           S_Shutdown [848]
[1248]   0.0    0.00    0.00       3         S_CodecShutdown [1248]
-----------------------------------------------
                0.00    0.00       3/3           S_Init [742]
[1249]   0.0    0.00    0.00       3         S_ValidSoundInterface [1249]
-----------------------------------------------
                0.00    0.00       1/3           opus_custom_encoder_init_arch [1302]
                0.00    0.00       2/3           opus_encoder_init [1305]
[1250]   0.0    0.00    0.00       3         opus_custom_encoder_ctl [1250]
                0.00    0.00       1/4           opus_custom_encoder_get_size [1238]
-----------------------------------------------
                0.00    0.00       3/3           silk_CLZ_FRAC [1252]
[1251]   0.0    0.00    0.00       3         silk_CLZ32 [1251]
-----------------------------------------------
                0.00    0.00       3/3           silk_lin2log [1255]
[1252]   0.0    0.00    0.00       3         silk_CLZ_FRAC [1252]
                0.00    0.00       3/3           silk_CLZ32 [1251]
                0.00    0.00       3/3           silk_ROR32 [1254]
-----------------------------------------------
                0.00    0.00       1/3           opus_encoder_init [1305]
                0.00    0.00       2/3           opus_encoder_get_size [1263]
[1253]   0.0    0.00    0.00       3         silk_Get_Encoder_Size [1253]
-----------------------------------------------
                0.00    0.00       3/3           silk_CLZ_FRAC [1252]
[1254]   0.0    0.00    0.00       3         silk_ROR32 [1254]
-----------------------------------------------
                0.00    0.00       1/3           opus_encoder_init [1305]
                0.00    0.00       2/3           silk_init_encoder [1265]
[1255]   0.0    0.00    0.00       3         silk_lin2log [1255]
                0.00    0.00       3/3           silk_CLZ_FRAC [1252]
-----------------------------------------------
                0.00    0.00       2/2           Sys_RemoveInvalidSymlinkToDir [1258]
[1256]   0.0    0.00    0.00       2         Sys_IsSymbolic [1256]
-----------------------------------------------
                0.00    0.00       1/2           Com_InitRand [1273]
                0.00    0.00       1/2           Com_RandomBytes [1276]
[1257]   0.0    0.00    0.00       2         Sys_RandomBytes [1257]
-----------------------------------------------
                0.00    0.00       2/2           CreateXDGPathAndMisc [881]
[1258]   0.0    0.00    0.00       2         Sys_RemoveInvalidSymlinkToDir [1258]
                0.00    0.00       2/2           Sys_IsSymbolic [1256]
                0.00    0.00       2/4           Sys_IsDir [1237]
-----------------------------------------------
                0.00    0.00       1/2           Com_Error <cycle 2> [350]
                0.00    0.00       1/2           Com_Quit_f <cycle 2> [431]
[1259]   0.0    0.00    0.00       2         VM_Forced_Unload_Start [1259]
-----------------------------------------------
                0.00    0.00       1/2           Com_InitSmallZoneMemory [1274]
                0.00    0.00       1/2           Com_InitZoneMemory [860]
[1260]   0.0    0.00    0.00       2         Z_ClearZone [1260]
-----------------------------------------------
                0.00    0.00       2/2           opus_encoder_get_size [1263]
[1261]   0.0    0.00    0.00       2         celt_encoder_get_size [1261]
                0.00    0.00       2/195         opus_custom_mode_create [1119]
                0.00    0.00       2/4           opus_custom_encoder_get_size [1238]
-----------------------------------------------
                0.00    0.00       1/2           Sys_SetXdgDataHomePath [891]
                0.00    0.00       1/2           Sys_SetHomePaths [882]
[1262]   0.0    0.00    0.00       2         getHome [1262]
-----------------------------------------------
                0.00    0.00       1/2           opus_encoder_init [1305]
                0.00    0.00       1/2           opus_encoder_create [1303]
[1263]   0.0    0.00    0.00       2         opus_encoder_get_size [1263]
                0.00    0.00       4/6           align [1233]
                0.00    0.00       2/3           silk_Get_Encoder_Size [1253]
                0.00    0.00       2/2           celt_encoder_get_size [1261]
-----------------------------------------------
                0.00    0.00       2/2           silk_init_encoder [1265]
[1264]   0.0    0.00    0.00       2         silk_VAD_Init [1264]
                0.00    0.00       8/8           silk_max_32 [1227]
-----------------------------------------------
                0.00    0.00       2/2           silk_InitEncoder [1310]
[1265]   0.0    0.00    0.00       2         silk_init_encoder [1265]
                0.00    0.00       2/3           silk_lin2log [1255]
                0.00    0.00       2/2           silk_VAD_Init [1264]
-----------------------------------------------
                0.00    0.00       1/1           CIN_PlayCinematic [750]
[1266]   0.0    0.00    0.00       1         CIN_HandleForVideo [1266]
-----------------------------------------------
                0.00    0.00       1/1           CIN_PlayCinematic [750]
[1267]   0.0    0.00    0.00       1         CIN_SetExtents [1267]
-----------------------------------------------
                0.00    0.00       1/1           CIN_PlayCinematic [750]
[1268]   0.0    0.00    0.00       1         CIN_SetLooping [1268]
-----------------------------------------------
                0.00    0.00       1/1           CL_Connect_f <cycle 2> [749]
[1269]   0.0    0.00    0.00       1         CL_RequestMotd [1269]
-----------------------------------------------
                0.00    0.00       1/1           Sys_Exit [813]
[1270]   0.0    0.00    0.00       1         CON_Shutdown [1270]
                0.00    0.00       1/17964       CON_Hide [963]
-----------------------------------------------
                0.00    0.00       1/1           Com_Init [282]
[1271]   0.0    0.00    0.00       1         Com_AddStartupCommands [1271]
-----------------------------------------------
                0.00    0.00       1/1           Com_Init [282]
[1272]   0.0    0.00    0.00       1         Com_InitPushEvent [1272]
-----------------------------------------------
                0.00    0.00       1/1           Com_Init [282]
[1273]   0.0    0.00    0.00       1         Com_InitRand [1273]
                0.00    0.00       1/2           Sys_RandomBytes [1257]
-----------------------------------------------
                0.00    0.00       1/1           Com_Init [282]
[1274]   0.0    0.00    0.00       1         Com_InitSmallZoneMemory [1274]
                0.00    0.00       1/2           Z_ClearZone [1260]
-----------------------------------------------
                0.00    0.00       1/1           Com_Init [282]
[1275]   0.0    0.00    0.00       1         Com_ParseCommandLine [1275]
-----------------------------------------------
                0.00    0.00       1/1           Com_Init [282]
[1276]   0.0    0.00    0.00       1         Com_RandomBytes [1276]
                0.00    0.00       1/2           Sys_RandomBytes [1257]
-----------------------------------------------
                0.00    0.00       1/1           Com_Quit_f <cycle 2> [431]
[1277]   0.0    0.00    0.00       1         Com_Shutdown [1277]
-----------------------------------------------
                0.00    0.00       1/1           Com_InitHunkMemory [736]
[1278]   0.0    0.00    0.00       1         Cvar_SetDescription [1278]
                0.00    0.00       1/18461       CopyString [962]
-----------------------------------------------
                0.00    0.00       1/1           Com_InitHunkMemory [736]
[1279]   0.0    0.00    0.00       1         FS_LoadStack [1279]
-----------------------------------------------
                0.00    0.00       1/1           SV_BotInitBotLib [890]
[1280]   0.0    0.00    0.00       1         GetBotLibAPI [1280]
                0.00    0.00       1/1           Init_AAS_Export [1282]
                0.00    0.00       1/1           Init_AI_Export [1283]
                0.00    0.00       1/1           Init_EA_Export [1284]
-----------------------------------------------
                0.00    0.00       1/1           MSG_initHuffman [335]
[1281]   0.0    0.00    0.00       1         Huff_Init [1281]
-----------------------------------------------
                0.00    0.00       1/1           GetBotLibAPI [1280]
[1282]   0.0    0.00    0.00       1         Init_AAS_Export [1282]
-----------------------------------------------
                0.00    0.00       1/1           GetBotLibAPI [1280]
[1283]   0.0    0.00    0.00       1         Init_AI_Export [1283]
-----------------------------------------------
                0.00    0.00       1/1           GetBotLibAPI [1280]
[1284]   0.0    0.00    0.00       1         Init_EA_Export [1284]
-----------------------------------------------
                0.00    0.00       1/1           CON_Init [605]
[1285]   0.0    0.00    0.00       1         IsStdinATTY [1285]
-----------------------------------------------
                0.00    0.00       1/1           CL_Connect_f <cycle 2> [749]
[1286]   0.0    0.00    0.00       1         NET_IsLocalAddress [1286]
-----------------------------------------------
                0.00    0.00       1/1           NET_Config [796]
[1287]   0.0    0.00    0.00       1         NET_SetMulticast6 [1287]
                0.00    0.00       1/152         Sys_StringToSockaddr [1130]
-----------------------------------------------
                0.00    0.00       1/1           CL_ConnectionlessPacket [537]
[1288]   0.0    0.00    0.00       1         Netchan_Setup [1288]
-----------------------------------------------
                0.00    0.00       1/1           RB_CalcModulateColorsByFog [896]
[1289]   0.0    0.00    0.00       1         RB_CalcFogTexCoords [1289]
-----------------------------------------------
                0.00    0.00       1/1           initRoQ [1300]
[1290]   0.0    0.00    0.00       1         ROQ_GenYUVTables [1290]
-----------------------------------------------
                0.00    0.00       1/1           initRoQ [1300]
[1291]   0.0    0.00    0.00       1         RllSetupTable [1291]
-----------------------------------------------
                0.00    0.00       1/1           Cmd_ExecuteString <cycle 2> [164]
[1292]   0.0    0.00    0.00       1         SV_RehashBans_f [1292]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[1293]   0.0    0.00    0.00       1         Sys_BinaryPath [1293]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[1294]   0.0    0.00    0.00       1         Sys_Dirname [1294]
-----------------------------------------------
                0.00    0.00       1/1           Sys_Init [871]
[1295]   0.0    0.00    0.00       1         Sys_GetCurrentUser [1295]
-----------------------------------------------
                0.00    0.00       1/1           Sys_WritePIDFile [889]
[1296]   0.0    0.00    0.00       1         Sys_PID [1296]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[1297]   0.0    0.00    0.00       1         Sys_ParseArgs [1297]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[1298]   0.0    0.00    0.00       1         Sys_PlatformInit [1298]
-----------------------------------------------
                0.00    0.00       1/1           opus_encoder_init [1305]
[1299]   0.0    0.00    0.00       1         celt_encoder_init [1299]
                0.00    0.00       1/195         opus_custom_mode_create [1119]
                0.00    0.00       1/1           opus_custom_encoder_init_arch [1302]
                0.00    0.00       1/65          resampling_factor [1149]
-----------------------------------------------
                0.00    0.00       1/1           CIN_PlayCinematic [750]
[1300]   0.0    0.00    0.00       1         initRoQ [1300]
                0.00    0.00       1/1           RllSetupTable [1291]
                0.00    0.00       1/1           ROQ_GenYUVTables [1290]
-----------------------------------------------
                0.00    0.00       1/1           opus_encoder_create [1303]
[1301]   0.0    0.00    0.00       1         opus_alloc [1301]
-----------------------------------------------
                0.00    0.00       1/1           celt_encoder_init [1299]
[1302]   0.0    0.00    0.00       1         opus_custom_encoder_init_arch [1302]
                0.00    0.00       1/4           opus_custom_encoder_get_size [1238]
                0.00    0.00       1/3           opus_custom_encoder_ctl [1250]
-----------------------------------------------
                0.00    0.00       1/1           CL_FirstSnapshot [279]
[1303]   0.0    0.00    0.00       1         opus_encoder_create [1303]
                0.00    0.00       1/1           opus_alloc [1301]
                0.00    0.00       1/2           opus_encoder_get_size [1263]
                0.00    0.00       1/1           opus_encoder_init [1305]
-----------------------------------------------
                0.00    0.00       1/1           CL_Disconnect <cycle 2> [598]
[1304]   0.0    0.00    0.00       1         opus_encoder_destroy [1304]
                0.00    0.00       1/1           opus_free [1306]
-----------------------------------------------
                0.00    0.00       1/1           opus_encoder_create [1303]
[1305]   0.0    0.00    0.00       1         opus_encoder_init [1305]
                0.00    0.00       2/6           align [1233]
                0.00    0.00       2/3           opus_custom_encoder_ctl [1250]
                0.00    0.00       1/2           opus_encoder_get_size [1263]
                0.00    0.00       1/3           silk_Get_Encoder_Size [1253]
                0.00    0.00       1/1           opus_select_arch [1307]
                0.00    0.00       1/1           silk_InitEncoder [1310]
                0.00    0.00       1/1           celt_encoder_init [1299]
                0.00    0.00       1/3           silk_lin2log [1255]
-----------------------------------------------
                0.00    0.00       1/1           opus_encoder_destroy [1304]
[1306]   0.0    0.00    0.00       1         opus_free [1306]
-----------------------------------------------
                0.00    0.00       1/1           opus_encoder_init [1305]
[1307]   0.0    0.00    0.00       1         opus_select_arch [1307]
-----------------------------------------------
                0.00    0.00       1/1           RoQInterrupt [368]
[1308]   0.0    0.00    0.00       1         readQuadInfo [1308]
-----------------------------------------------
                0.00    0.00       1/1           RoQInterrupt [368]
[1309]   0.0    0.00    0.00       1         setupQuad [1309]
                0.00    0.00    1024/1024        recurseQuad [1040]
-----------------------------------------------
                0.00    0.00       1/1           opus_encoder_init [1305]
[1310]   0.0    0.00    0.00       1         silk_InitEncoder [1310]
                0.00    0.00       2/2           silk_init_encoder [1265]
                0.00    0.00       1/1           silk_QueryEncoder [1311]
-----------------------------------------------
                0.00    0.00       1/1           silk_InitEncoder [1310]
[1311]   0.0    0.00    0.00       1         silk_QueryEncoder [1311]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [946] AddPointToBounds       [74] FastNormalize1f (tr_shared.c) [368] RoQInterrupt (cl_cin.c)
 [136] AddSkyPolygon (tr_sky.c) [925] FastNormalize2f   [1134] RoQPrepMcomp (cl_cin.c)
 [948] AllocWinding          [771] Field_AutoComplete    [888] RoQShutdown (cl_cin.c)
 [691] AngleMod              [766] Field_BigDraw         [910] RoQ_init (cl_cin.c)
 [524] Autosprite2Deform (tr_shade_calc.c) [1161] Field_CharEvent [952] SCR_AdjustFrom640
 [245] AutospriteDeform (tr_shade_calc.c) [1147] Field_Clear [747] SCR_DrawBigString
 [1116] AxisClear            [866] Field_Complete (common.c) [760] SCR_DrawChar (cl_scrn.c)
 [767] BaseWindingForPlane   [772] Field_CompleteCommand [338] SCR_DrawCinematic
 [658] BoundsIntersectPoint  [775] Field_Draw            [563] SCR_DrawDemoRecording
  [52] BoxOnPlaneSide       [1160] Field_KeyDownEvent    [844] SCR_DrawPic
 [1174] CIN_CloseAllVideos   [751] Field_VariableSizeDraw [88] SCR_DrawScreenField (cl_scrn.c)
 [337] CIN_DrawCinematic      [87] FillCloudBox (tr_sky.c) [488] SCR_DrawSmallChar
 [1266] CIN_HandleForVideo (cl_cin.c) [132] FillCloudySkySide (tr_sky.c) [785] SCR_DrawSmallStringExt
 [750] CIN_PlayCinematic     [788] FindMatches (common.c) [748] SCR_DrawStringExt
 [361] CIN_RunCinematic       [65] FindShaderInShaderText (tr_shader.c) [480] SCR_DrawVoipMeter
 [1267] CIN_SetExtents       [720] FinishShader (tr_shader.c) [817] SCR_FillRect
 [1268] CIN_SetLooping       [768] FixRenderCommandList (tr_shader.c) [564] SCR_GetBigStringWidth
 [682] CL_AddCgameCommand    [223] FloatAsInt (cl_cgame.c) [455] SCR_Init
 [802] CL_AddReliableCommand [988] FloatAsInt (cl_ui.c)  [358] SCR_RunCinematic
 [276] CL_AdjustAngles       [949] FreeWinding          [1235] SCR_StopCinematic
 [383] CL_AdjustTimeDelta    [173] GL_Bind (tr_backend.c)  [4] SCR_UpdateScreen
 [606] CL_BindUICommand (cl_keys.c) [998] GL_CheckErrors (tr_image.c) [928] SHOWNET
 [540] CL_CDDialog           [348] GL_Cull (tr_backend.c) [779] SV_AddOperatorCommands
 [139] CL_CGameRendering     [390] GL_SelectTexture (tr_backend.c) [890] SV_BotInitBotLib
 [446] CL_CM_LoadMap         [858] GL_SetDefaultState (tr_init.c) [803] SV_BotInitCvars
 [397] CL_CaptureVoip (cl_main.c) [184] GL_State (tr_backend.c) [286] SV_Frame
  [11] CL_CgameSystemCalls   [418] GL_TexEnv (tr_backend.c) [755] SV_Init
 [729] CL_CharEvent          [859] GL_TextureMode (tr_image.c) [1292] SV_RehashBans_f (sv_ccmds.c)
 [175] CL_CheckForResend     [786] GLimp_DetectAvailableModes (sdl_glimp.c) [1234] SV_Shutdown
 [419] CL_CheckPaused        [495] GLimp_EndFrame       [1178] SV_ShutdownGameProgs
 [327] CL_CheckTimeout      [1150] GLimp_ExtensionSupported [386] S_AL_AddLoopingSound (snd_openal.c)
 [356] CL_CheckUserinfo     [1038] GLimp_GetProcAddress  [303] S_AL_AddRealLoopingSound (snd_openal.c)
 [422] CL_ClearMemory       [1183] GLimp_GetProcAddresses [897] S_AL_AllocateStreamChannel (snd_openal.c)
 [1121] CL_ClearPing         [562] GLimp_Init           [1188] S_AL_BeginRegistration (snd_openal.c)
 [395] CL_CloseAVI           [790] GLimp_InitExtensions  [367] S_AL_BufferFind (snd_openal.c)
 [220] CL_CmdButtons        [1176] GLimp_SetGamma       [1107] S_AL_BufferFindFree (snd_openal.c)
 [800] CL_ConfigstringModified [739] GLimp_SetMode (sdl_glimp.c) [688] S_AL_BufferGet (snd_openal.c)
 [749] CL_Connect_f          [708] GLimp_Shutdown        [839] S_AL_BufferInit (snd_openal.c)
 [537] CL_ConnectionlessPacket [840] GPA (qal.c)         [162] S_AL_BufferLoad (snd_openal.c)
 [461] CL_ConsolePrint       [721] GeneratePermanentShader (tr_shader.c) [1245] S_AL_BufferShutdown (snd_openal.c)
